,filename,label
0,data\Stage1Rules\Belt St1-G0\100_0-7.bmp,6
1,data\Stage1Rules\Belt St1-G0\101_0-7.bmp,1
2,data\Stage1Rules\Belt St1-G0\102_0-7.bmp,6
3,data\Stage1Rules\Belt St1-G0\103_0-7.bmp,6
4,data\Stage1Rules\Belt St1-G0\104_0-7.bmp,6
5,data\Stage1Rules\Belt St1-G0\105_0-7.bmp,6
6,data\Stage1Rules\Belt St1-G0\106_0-7.bmp,6
7,data\Stage1Rules\Belt St1-G0\107_0-7.bmp,6
8,data\Stage1Rules\Belt St1-G0\108_0-7.bmp,6
9,data\Stage1Rules\Belt St1-G0\109_0-7.bmp,6
10,data\Stage1Rules\Belt St1-G0\110_0-7.bmp,6
11,data\Stage1Rules\Belt St1-G0\111_0-7.bmp,6
12,data\Stage1Rules\Belt St1-G0\112_0-7.bmp,1
13,data\Stage1Rules\Belt St1-G0\113_0-7.bmp,6
14,data\Stage1Rules\Belt St1-G0\114_0-7.bmp,6
15,data\Stage1Rules\Belt St1-G0\115_0-7.bmp,6
16,data\Stage1Rules\Belt St1-G0\116_0-7.bmp,6
17,data\Stage1Rules\Belt St1-G0\117_0-7.bmp,6
18,data\Stage1Rules\Belt St1-G0\118_0-7.bmp,6
19,data\Stage1Rules\Belt St1-G0\119_0-7.bmp,7
20,data\Stage1Rules\Belt St1-G0\120_0-7.bmp,7
21,data\Stage1Rules\Belt St1-G0\121_0-7.bmp,1
22,data\Stage1Rules\Belt St1-G0\122_0-7.bmp,1
23,data\Stage1Rules\Belt St1-G0\123_0-7.bmp,1
24,data\Stage1Rules\Belt St1-G0\124_0-7.bmp,7
25,data\Stage1Rules\Belt St1-G0\125_0-7.bmp,1
26,data\Stage1Rules\Belt St1-G0\126_0-7.bmp,1
27,data\Stage1Rules\Belt St1-G0\127_0-7.bmp,1
28,data\Stage1Rules\Belt St1-G0\128_0-7.bmp,1
29,data\Stage1Rules\Belt St1-G0\129_0-7.bmp,7
30,data\Stage1Rules\Belt St1-G0\130_0-7.bmp,1
