,filename,label
0,data\Stage1Rules\Belt St1-G0\100_0-7.bmp,5
1,data\Stage1Rules\Belt St1-G0\101_0-7.bmp,6
2,data\Stage1Rules\Belt St1-G0\102_0-7.bmp,5
3,data\Stage1Rules\Belt St1-G0\103_0-7.bmp,5
4,data\Stage1Rules\Belt St1-G0\104_0-7.bmp,5
5,data\Stage1Rules\Belt St1-G0\105_0-7.bmp,5
6,data\Stage1Rules\Belt St1-G0\106_0-7.bmp,5
7,data\Stage1Rules\Belt St1-G0\107_0-7.bmp,5
8,data\Stage1Rules\Belt St1-G0\108_0-7.bmp,5
9,data\Stage1Rules\Belt St1-G0\109_0-7.bmp,5
10,data\Stage1Rules\Belt St1-G0\110_0-7.bmp,5
11,data\Stage1Rules\Belt St1-G0\111_0-7.bmp,5
12,data\Stage1Rules\Belt St1-G0\112_0-7.bmp,6
13,data\Stage1Rules\Belt St1-G0\113_0-7.bmp,5
14,data\Stage1Rules\Belt St1-G0\114_0-7.bmp,5
15,data\Stage1Rules\Belt St1-G0\115_0-7.bmp,5
16,data\Stage1Rules\Belt St1-G0\116_0-7.bmp,5
17,data\Stage1Rules\Belt St1-G0\117_0-7.bmp,5
18,data\Stage1Rules\Belt St1-G0\118_0-7.bmp,5
19,data\Stage1Rules\Belt St1-G0\119_0-7.bmp,4
20,data\Stage1Rules\Belt St1-G0\120_0-7.bmp,4
21,data\Stage1Rules\Belt St1-G0\121_0-7.bmp,6
22,data\Stage1Rules\Belt St1-G0\122_0-7.bmp,6
23,data\Stage1Rules\Belt St1-G0\123_0-7.bmp,6
24,data\Stage1Rules\Belt St1-G0\124_0-7.bmp,4
25,data\Stage1Rules\Belt St1-G0\125_0-7.bmp,6
26,data\Stage1Rules\Belt St1-G0\126_0-7.bmp,6
27,data\Stage1Rules\Belt St1-G0\127_0-7.bmp,6
28,data\Stage1Rules\Belt St1-G0\128_0-7.bmp,6
29,data\Stage1Rules\Belt St1-G0\129_0-7.bmp,4
30,data\Stage1Rules\Belt St1-G0\130_0-7.bmp,6
31,data\Stage1Rules\Belt St1-G0\131_0-7.bmp,6
32,data\Stage1Rules\Belt St1-G0\132_0-7.bmp,4
33,data\Stage1Rules\Belt St1-G0\133_0-7.bmp,5
34,data\Stage1Rules\Belt St1-G0\134_0-7.bmp,6
35,data\Stage1Rules\Belt St1-G0\135_0-7.bmp,6
36,data\Stage1Rules\Belt St1-G0\136_0-7.bmp,6
37,data\Stage1Rules\Belt St1-G0\137_0-7.bmp,6
38,data\Stage1Rules\Belt St1-G0\138_0-7.bmp,6
39,data\Stage1Rules\Belt St1-G0\139_0-7.bmp,6
40,data\Stage1Rules\Belt St1-G0\140_0-7.bmp,6
41,data\Stage1Rules\Belt St1-G0\141_0-7.bmp,6
42,data\Stage1Rules\Belt St1-G0\142_0-7.bmp,6
43,data\Stage1Rules\Belt St1-G0\143_0-7.bmp,6
44,data\Stage1Rules\Belt St1-G0\144_0-7.bmp,6
45,data\Stage1Rules\Belt St1-G0\145_0-7.bmp,6
46,data\Stage1Rules\Belt St1-G0\146_0-7.bmp,6
47,data\Stage1Rules\Belt St1-G0\147_0-7.bmp,6
48,data\Stage1Rules\Belt St1-G0\148_0-7.bmp,6
49,data\Stage1Rules\Belt St1-G0\149_0-7.bmp,6
50,data\Stage1Rules\Belt St1-G0\150_0-7.bmp,6
51,data\Stage1Rules\Belt St1-G0\151_0-7.bmp,6
52,data\Stage1Rules\Belt St1-G0\152_0-7.bmp,6
53,data\Stage1Rules\Belt St1-G0\153_0-7.bmp,6
54,data\Stage1Rules\Belt St1-G0\154_0-7.bmp,6
55,data\Stage1Rules\Belt St1-G0\155_0-7.bmp,6
56,data\Stage1Rules\Belt St1-G0\156_0-7.bmp,6
57,data\Stage1Rules\Belt St1-G0\157_0-7.bmp,6
58,data\Stage1Rules\Belt St1-G0\158_0-7.bmp,6
59,data\Stage1Rules\Belt St1-G0\159_0-7.bmp,9
60,data\Stage1Rules\Belt St1-G0\160_0-7.bmp,6
61,data\Stage1Rules\Belt St1-G0\161_0-7.bmp,6
62,data\Stage1Rules\Belt St1-G0\162_0-7.bmp,9
63,data\Stage1Rules\Belt St1-G0\163_0-7.bmp,6
64,data\Stage1Rules\Belt St1-G0\164_0-7.bmp,6
65,data\Stage1Rules\Belt St1-G0\165_0-7.bmp,6
66,data\Stage1Rules\Belt St1-G0\166_0-7.bmp,6
67,data\Stage1Rules\Belt St1-G0\167_0-7.bmp,6
68,data\Stage1Rules\Belt St1-G0\168_0-7.bmp,6
69,data\Stage1Rules\Belt St1-G0\169_0-7.bmp,6
70,data\Stage1Rules\Belt St1-G0\170_0-7.bmp,6
71,data\Stage1Rules\Belt St1-G0\171_0-7.bmp,6
72,data\Stage1Rules\Belt St1-G0\172_0-7.bmp,6
73,data\Stage1Rules\Belt St1-G0\173_0-7.bmp,6
74,data\Stage1Rules\Belt St1-G0\174_0-7.bmp,6
75,data\Stage1Rules\Belt St1-G0\175_0-7.bmp,6
76,data\Stage1Rules\Belt St1-G0\176_0-7.bmp,9
77,data\Stage1Rules\Belt St1-G0\177_0-7.bmp,9
78,data\Stage1Rules\Belt St1-G0\178_0-7.bmp,6
79,data\Stage1Rules\Belt St1-G0\179_0-7.bmp,9
80,data\Stage1Rules\Belt St1-G0\180_0-7.bmp,6
81,data\Stage1Rules\Belt St1-G0\181_0-7.bmp,9
82,data\Stage1Rules\Belt St1-G0\182_0-7.bmp,6
83,data\Stage1Rules\Belt St1-G0\183_0-7.bmp,9
84,data\Stage1Rules\Belt St1-G0\184_0-7.bmp,9
85,data\Stage1Rules\Belt St1-G0\185_0-7.bmp,9
86,data\Stage1Rules\Belt St1-G0\186_0-7.bmp,9
87,data\Stage1Rules\Belt St1-G0\187_0-7.bmp,9
88,data\Stage1Rules\Belt St1-G0\188_0-7.bmp,6
89,data\Stage1Rules\Belt St1-G0\189_0-7.bmp,9
90,data\Stage1Rules\Belt St1-G0\190_0-7.bmp,6
91,data\Stage1Rules\Belt St1-G0\191_0-7.bmp,6
92,data\Stage1Rules\Belt St1-G0\192_0-7.bmp,6
93,data\Stage1Rules\Belt St1-G0\193_0-7.bmp,6
94,data\Stage1Rules\Belt St1-G0\194_0-7.bmp,6
95,data\Stage1Rules\Belt St1-G0\195_0-7.bmp,6
96,data\Stage1Rules\Belt St1-G0\196_0-7.bmp,6
97,data\Stage1Rules\Belt St1-G0\197_0-7.bmp,6
98,data\Stage1Rules\Belt St1-G0\198_0-7.bmp,6
99,data\Stage1Rules\Belt St1-G0\199_0-7.bmp,6
100,data\Stage1Rules\Belt St1-G0\200_0-7.bmp,6
101,data\Stage1Rules\Belt St1-G0\201_0-7.bmp,6
102,data\Stage1Rules\Belt St1-G0\202_0-7.bmp,6
103,data\Stage1Rules\Belt St1-G0\203_0-7.bmp,6
104,data\Stage1Rules\Belt St1-G0\204_0-7.bmp,6
105,data\Stage1Rules\Belt St1-G0\205_0-7.bmp,6
106,data\Stage1Rules\Belt St1-G0\206_0-7.bmp,6
107,data\Stage1Rules\Belt St1-G0\207_0-7.bmp,6
108,data\Stage1Rules\Belt St1-G0\208_0-7.bmp,6
109,data\Stage1Rules\Belt St1-G0\209_0-7.bmp,6
110,data\Stage1Rules\Belt St1-G0\210_0-7.bmp,6
111,data\Stage1Rules\Belt St1-G0\211_0-7.bmp,6
112,data\Stage1Rules\Belt St1-G0\212_0-7.bmp,6
113,data\Stage1Rules\Belt St1-G0\213_0-7.bmp,6
114,data\Stage1Rules\Belt St1-G0\214_0-7.bmp,6
115,data\Stage1Rules\Belt St1-G0\215_0-7.bmp,6
116,data\Stage1Rules\Belt St1-G0\216_0-7.bmp,6
117,data\Stage1Rules\Belt St1-G0\217_0-7.bmp,6
118,data\Stage1Rules\Belt St1-G0\218_0-7.bmp,6
