,filename,label
0,data\Stage1Rules\Belt St1-G0\100_0-7.bmp,4
1,data\Stage1Rules\Belt St1-G0\101_0-7.bmp,2
2,data\Stage1Rules\Belt St1-G0\102_0-7.bmp,4
3,data\Stage1Rules\Belt St1-G0\103_0-7.bmp,4
4,data\Stage1Rules\Belt St1-G0\104_0-7.bmp,4
5,data\Stage1Rules\Belt St1-G0\105_0-7.bmp,4
6,data\Stage1Rules\Belt St1-G0\106_0-7.bmp,4
7,data\Stage1Rules\Belt St1-G0\107_0-7.bmp,4
8,data\Stage1Rules\Belt St1-G0\108_0-7.bmp,4
9,data\Stage1Rules\Belt St1-G0\109_0-7.bmp,4
10,data\Stage1Rules\Belt St1-G0\110_0-7.bmp,4
11,data\Stage1Rules\Belt St1-G0\111_0-7.bmp,4
12,data\Stage1Rules\Belt St1-G0\112_0-7.bmp,2
13,data\Stage1Rules\Belt St1-G0\113_0-7.bmp,4
14,data\Stage1Rules\Belt St1-G0\114_0-7.bmp,4
15,data\Stage1Rules\Belt St1-G0\115_0-7.bmp,4
16,data\Stage1Rules\Belt St1-G0\116_0-7.bmp,4
17,data\Stage1Rules\Belt St1-G0\117_0-7.bmp,4
18,data\Stage1Rules\Belt St1-G0\118_0-7.bmp,4
19,data\Stage1Rules\Belt St1-G0\119_0-7.bmp,2
20,data\Stage1Rules\Belt St1-G0\120_0-7.bmp,2
21,data\Stage1Rules\Belt St1-G0\121_0-7.bmp,2
22,data\Stage1Rules\Belt St1-G0\122_0-7.bmp,2
23,data\Stage1Rules\Belt St1-G0\123_0-7.bmp,2
24,data\Stage1Rules\Belt St1-G0\124_0-7.bmp,2
25,data\Stage1Rules\Belt St1-G0\125_0-7.bmp,2
26,data\Stage1Rules\Belt St1-G0\126_0-7.bmp,2
27,data\Stage1Rules\Belt St1-G0\127_0-7.bmp,2
28,data\Stage1Rules\Belt St1-G0\128_0-7.bmp,2
29,data\Stage1Rules\Belt St1-G0\129_0-7.bmp,2
30,data\Stage1Rules\Belt St1-G0\130_0-7.bmp,2
31,data\Stage1Rules\Belt St1-G0\131_0-7.bmp,2
32,data\Stage1Rules\Belt St1-G0\132_0-7.bmp,2
33,data\Stage1Rules\Belt St1-G0\133_0-7.bmp,4
34,data\Stage1Rules\Belt St1-G0\134_0-7.bmp,2
35,data\Stage1Rules\Belt St1-G0\135_0-7.bmp,2
36,data\Stage1Rules\Belt St1-G0\136_0-7.bmp,2
37,data\Stage1Rules\Belt St1-G0\137_0-7.bmp,2
38,data\Stage1Rules\Belt St1-G0\138_0-7.bmp,2
39,data\Stage1Rules\Belt St1-G0\139_0-7.bmp,2
40,data\Stage1Rules\Belt St1-G0\140_0-7.bmp,2
41,data\Stage1Rules\Belt St1-G0\141_0-7.bmp,2
42,data\Stage1Rules\Belt St1-G0\142_0-7.bmp,2
43,data\Stage1Rules\Belt St1-G0\143_0-7.bmp,2
44,data\Stage1Rules\Belt St1-G0\144_0-7.bmp,2
45,data\Stage1Rules\Belt St1-G0\145_0-7.bmp,2
46,data\Stage1Rules\Belt St1-G0\146_0-7.bmp,2
47,data\Stage1Rules\Belt St1-G0\147_0-7.bmp,2
48,data\Stage1Rules\Belt St1-G0\148_0-7.bmp,2
49,data\Stage1Rules\Belt St1-G0\149_0-7.bmp,2
50,data\Stage1Rules\Belt St1-G0\150_0-7.bmp,2
51,data\Stage1Rules\Belt St1-G0\151_0-7.bmp,2
52,data\Stage1Rules\Belt St1-G0\152_0-7.bmp,2
53,data\Stage1Rules\Belt St1-G0\153_0-7.bmp,2
54,data\Stage1Rules\Belt St1-G0\154_0-7.bmp,2
55,data\Stage1Rules\Belt St1-G0\155_0-7.bmp,2
56,data\Stage1Rules\Belt St1-G0\156_0-7.bmp,2
57,data\Stage1Rules\Belt St1-G0\157_0-7.bmp,2
58,data\Stage1Rules\Belt St1-G0\158_0-7.bmp,2
59,data\Stage1Rules\Belt St1-G0\159_0-7.bmp,2
60,data\Stage1Rules\Belt St1-G0\160_0-7.bmp,2
61,data\Stage1Rules\Belt St1-G0\161_0-7.bmp,2
62,data\Stage1Rules\Belt St1-G0\162_0-7.bmp,2
63,data\Stage1Rules\Belt St1-G0\163_0-7.bmp,2
64,data\Stage1Rules\Belt St1-G0\164_0-7.bmp,2
65,data\Stage1Rules\Belt St1-G0\165_0-7.bmp,2
66,data\Stage1Rules\Belt St1-G0\166_0-7.bmp,2
67,data\Stage1Rules\Belt St1-G0\167_0-7.bmp,2
68,data\Stage1Rules\Belt St1-G0\168_0-7.bmp,2
69,data\Stage1Rules\Belt St1-G0\169_0-7.bmp,2
70,data\Stage1Rules\Belt St1-G0\170_0-7.bmp,2
71,data\Stage1Rules\Belt St1-G0\171_0-7.bmp,2
72,data\Stage1Rules\Belt St1-G0\172_0-7.bmp,2
73,data\Stage1Rules\Belt St1-G0\173_0-7.bmp,2
74,data\Stage1Rules\Belt St1-G0\174_0-7.bmp,2
75,data\Stage1Rules\Belt St1-G0\175_0-7.bmp,2
76,data\Stage1Rules\Belt St1-G0\176_0-7.bmp,4
77,data\Stage1Rules\Belt St1-G0\177_0-7.bmp,2
78,data\Stage1Rules\Belt St1-G0\178_0-7.bmp,2
79,data\Stage1Rules\Belt St1-G0\179_0-7.bmp,2
80,data\Stage1Rules\Belt St1-G0\180_0-7.bmp,2
81,data\Stage1Rules\Belt St1-G0\181_0-7.bmp,2
82,data\Stage1Rules\Belt St1-G0\182_0-7.bmp,2
83,data\Stage1Rules\Belt St1-G0\183_0-7.bmp,4
84,data\Stage1Rules\Belt St1-G0\184_0-7.bmp,4
85,data\Stage1Rules\Belt St1-G0\185_0-7.bmp,4
86,data\Stage1Rules\Belt St1-G0\186_0-7.bmp,4
87,data\Stage1Rules\Belt St1-G0\187_0-7.bmp,4
88,data\Stage1Rules\Belt St1-G0\188_0-7.bmp,2
89,data\Stage1Rules\Belt St1-G0\189_0-7.bmp,2
90,data\Stage1Rules\Belt St1-G0\190_0-7.bmp,2
91,data\Stage1Rules\Belt St1-G0\191_0-7.bmp,2
92,data\Stage1Rules\Belt St1-G0\192_0-7.bmp,2
93,data\Stage1Rules\Belt St1-G0\193_0-7.bmp,2
94,data\Stage1Rules\Belt St1-G0\194_0-7.bmp,2
95,data\Stage1Rules\Belt St1-G0\195_0-7.bmp,2
96,data\Stage1Rules\Belt St1-G0\196_0-7.bmp,2
97,data\Stage1Rules\Belt St1-G0\197_0-7.bmp,2
98,data\Stage1Rules\Belt St1-G0\198_0-7.bmp,2
99,data\Stage1Rules\Belt St1-G0\199_0-7.bmp,2
100,data\Stage1Rules\Belt St1-G0\200_0-7.bmp,2
101,data\Stage1Rules\Belt St1-G0\201_0-7.bmp,2
102,data\Stage1Rules\Belt St1-G0\202_0-7.bmp,2
103,data\Stage1Rules\Belt St1-G0\203_0-7.bmp,2
104,data\Stage1Rules\Belt St1-G0\204_0-7.bmp,2
105,data\Stage1Rules\Belt St1-G0\205_0-7.bmp,2
106,data\Stage1Rules\Belt St1-G0\206_0-7.bmp,2
107,data\Stage1Rules\Belt St1-G0\207_0-7.bmp,2
108,data\Stage1Rules\Belt St1-G0\208_0-7.bmp,2
109,data\Stage1Rules\Belt St1-G0\209_0-7.bmp,2
110,data\Stage1Rules\Belt St1-G0\210_0-7.bmp,2
111,data\Stage1Rules\Belt St1-G0\211_0-7.bmp,2
112,data\Stage1Rules\Belt St1-G0\212_0-7.bmp,2
113,data\Stage1Rules\Belt St1-G0\213_0-7.bmp,2
114,data\Stage1Rules\Belt St1-G0\214_0-7.bmp,2
115,data\Stage1Rules\Belt St1-G0\215_0-7.bmp,2
116,data\Stage1Rules\Belt St1-G0\216_0-7.bmp,2
117,data\Stage1Rules\Belt St1-G0\217_0-7.bmp,2
