,filename,label
0,data\Stage1Rules\Belt St1-G0\100_0-7.bmp,5
1,data\Stage1Rules\Belt St1-G0\101_0-7.bmp,2
2,data\Stage1Rules\Belt St1-G0\102_0-7.bmp,5
3,data\Stage1Rules\Belt St1-G0\103_0-7.bmp,5
4,data\Stage1Rules\Belt St1-G0\104_0-7.bmp,5
5,data\Stage1Rules\Belt St1-G0\105_0-7.bmp,5
6,data\Stage1Rules\Belt St1-G0\106_0-7.bmp,5
7,data\Stage1Rules\Belt St1-G0\107_0-7.bmp,5
8,data\Stage1Rules\Belt St1-G0\108_0-7.bmp,5
9,data\Stage1Rules\Belt St1-G0\109_0-7.bmp,5
10,data\Stage1Rules\Belt St1-G0\110_0-7.bmp,5
11,data\Stage1Rules\Belt St1-G0\111_0-7.bmp,5
12,data\Stage1Rules\Belt St1-G0\112_0-7.bmp,2
13,data\Stage1Rules\Belt St1-G0\113_0-7.bmp,5
14,data\Stage1Rules\Belt St1-G0\114_0-7.bmp,5
15,data\Stage1Rules\Belt St1-G0\115_0-7.bmp,5
16,data\Stage1Rules\Belt St1-G0\116_0-7.bmp,5
17,data\Stage1Rules\Belt St1-G0\117_0-7.bmp,5
18,data\Stage1Rules\Belt St1-G0\118_0-7.bmp,5
19,data\Stage1Rules\Belt St1-G0\119_0-7.bmp,2
20,data\Stage1Rules\Belt St1-G0\120_0-7.bmp,2
21,data\Stage1Rules\Belt St1-G0\121_0-7.bmp,2
22,data\Stage1Rules\Belt St1-G0\122_0-7.bmp,2
23,data\Stage1Rules\Belt St1-G0\123_0-7.bmp,2
24,data\Stage1Rules\Belt St1-G0\124_0-7.bmp,2
25,data\Stage1Rules\Belt St1-G0\125_0-7.bmp,2
26,data\Stage1Rules\Belt St1-G0\126_0-7.bmp,2
27,data\Stage1Rules\Belt St1-G0\127_0-7.bmp,2
28,data\Stage1Rules\Belt St1-G0\128_0-7.bmp,2
29,data\Stage1Rules\Belt St1-G0\129_0-7.bmp,2
30,data\Stage1Rules\Belt St1-G0\130_0-7.bmp,2
31,data\Stage1Rules\Belt St1-G0\131_0-7.bmp,2
32,data\Stage1Rules\Belt St1-G0\132_0-7.bmp,2
33,data\Stage1Rules\Belt St1-G0\133_0-7.bmp,5
34,data\Stage1Rules\Belt St1-G0\134_0-7.bmp,2
35,data\Stage1Rules\Belt St1-G0\135_0-7.bmp,2
36,data\Stage1Rules\Belt St1-G0\136_0-7.bmp,2
37,data\Stage1Rules\Belt St1-G0\137_0-7.bmp,2
38,data\Stage1Rules\Belt St1-G0\138_0-7.bmp,2
39,data\Stage1Rules\Belt St1-G0\139_0-7.bmp,2
40,data\Stage1Rules\Belt St1-G0\140_0-7.bmp,2
41,data\Stage1Rules\Belt St1-G0\141_0-7.bmp,2
42,data\Stage1Rules\Belt St1-G0\142_0-7.bmp,2
43,data\Stage1Rules\Belt St1-G0\143_0-7.bmp,2
44,data\Stage1Rules\Belt St1-G0\144_0-7.bmp,2
45,data\Stage1Rules\Belt St1-G0\145_0-7.bmp,2
46,data\Stage1Rules\Belt St1-G0\146_0-7.bmp,2
47,data\Stage1Rules\Belt St1-G0\147_0-7.bmp,2
48,data\Stage1Rules\Belt St1-G0\148_0-7.bmp,2
49,data\Stage1Rules\Belt St1-G0\149_0-7.bmp,2
50,data\Stage1Rules\Belt St1-G0\150_0-7.bmp,2
51,data\Stage1Rules\Belt St1-G0\151_0-7.bmp,2
52,data\Stage1Rules\Belt St1-G0\152_0-7.bmp,2
53,data\Stage1Rules\Belt St1-G0\153_0-7.bmp,2
54,data\Stage1Rules\Belt St1-G0\154_0-7.bmp,2
55,data\Stage1Rules\Belt St1-G0\155_0-7.bmp,2
56,data\Stage1Rules\Belt St1-G0\156_0-7.bmp,2
57,data\Stage1Rules\Belt St1-G0\157_0-7.bmp,2
58,data\Stage1Rules\Belt St1-G0\158_0-7.bmp,2
59,data\Stage1Rules\Belt St1-G0\159_0-7.bmp,2
60,data\Stage1Rules\Belt St1-G0\160_0-7.bmp,2
61,data\Stage1Rules\Belt St1-G0\161_0-7.bmp,2
62,data\Stage1Rules\Belt St1-G0\162_0-7.bmp,2
63,data\Stage1Rules\Belt St1-G0\163_0-7.bmp,2
64,data\Stage1Rules\Belt St1-G0\164_0-7.bmp,2
65,data\Stage1Rules\Belt St1-G0\165_0-7.bmp,2
66,data\Stage1Rules\Belt St1-G0\166_0-7.bmp,2
67,data\Stage1Rules\Belt St1-G0\167_0-7.bmp,2
68,data\Stage1Rules\Belt St1-G0\168_0-7.bmp,2
69,data\Stage1Rules\Belt St1-G0\169_0-7.bmp,2
70,data\Stage1Rules\Belt St1-G0\170_0-7.bmp,2
71,data\Stage1Rules\Belt St1-G0\171_0-7.bmp,2
72,data\Stage1Rules\Belt St1-G0\172_0-7.bmp,2
73,data\Stage1Rules\Belt St1-G0\173_0-7.bmp,2
74,data\Stage1Rules\Belt St1-G0\174_0-7.bmp,2
75,data\Stage1Rules\Belt St1-G0\175_0-7.bmp,2
76,data\Stage1Rules\Belt St1-G0\176_0-7.bmp,5
77,data\Stage1Rules\Belt St1-G0\177_0-7.bmp,2
78,data\Stage1Rules\Belt St1-G0\178_0-7.bmp,2
79,data\Stage1Rules\Belt St1-G0\179_0-7.bmp,2
80,data\Stage1Rules\Belt St1-G0\180_0-7.bmp,2
81,data\Stage1Rules\Belt St1-G0\181_0-7.bmp,2
82,data\Stage1Rules\Belt St1-G0\182_0-7.bmp,2
83,data\Stage1Rules\Belt St1-G0\183_0-7.bmp,5
84,data\Stage1Rules\Belt St1-G0\184_0-7.bmp,5
85,data\Stage1Rules\Belt St1-G0\185_0-7.bmp,5
86,data\Stage1Rules\Belt St1-G0\186_0-7.bmp,5
87,data\Stage1Rules\Belt St1-G0\187_0-7.bmp,5
88,data\Stage1Rules\Belt St1-G0\188_0-7.bmp,2
89,data\Stage1Rules\Belt St1-G0\189_0-7.bmp,2
90,data\Stage1Rules\Belt St1-G0\190_0-7.bmp,2
91,data\Stage1Rules\Belt St1-G0\191_0-7.bmp,2
92,data\Stage1Rules\Belt St1-G0\192_0-7.bmp,2
93,data\Stage1Rules\Belt St1-G0\193_0-7.bmp,2
94,data\Stage1Rules\Belt St1-G0\194_0-7.bmp,2
95,data\Stage1Rules\Belt St1-G0\195_0-7.bmp,2
96,data\Stage1Rules\Belt St1-G0\196_0-7.bmp,2
97,data\Stage1Rules\Belt St1-G0\197_0-7.bmp,2
98,data\Stage1Rules\Belt St1-G0\198_0-7.bmp,2
99,data\Stage1Rules\Belt St1-G0\199_0-7.bmp,2
100,data\Stage1Rules\Belt St1-G0\200_0-7.bmp,2
101,data\Stage1Rules\Belt St1-G0\201_0-7.bmp,2
102,data\Stage1Rules\Belt St1-G0\202_0-7.bmp,2
103,data\Stage1Rules\Belt St1-G0\203_0-7.bmp,2
104,data\Stage1Rules\Belt St1-G0\204_0-7.bmp,2
105,data\Stage1Rules\Belt St1-G0\205_0-7.bmp,2
106,data\Stage1Rules\Belt St1-G0\206_0-7.bmp,2
107,data\Stage1Rules\Belt St1-G0\207_0-7.bmp,2
108,data\Stage1Rules\Belt St1-G0\208_0-7.bmp,2
109,data\Stage1Rules\Belt St1-G0\209_0-7.bmp,2
110,data\Stage1Rules\Belt St1-G0\210_0-7.bmp,2
111,data\Stage1Rules\Belt St1-G0\211_0-7.bmp,2
112,data\Stage1Rules\Belt St1-G0\212_0-7.bmp,2
113,data\Stage1Rules\Belt St1-G0\213_0-7.bmp,2
114,data\Stage1Rules\Belt St1-G0\214_0-7.bmp,2
115,data\Stage1Rules\Belt St1-G0\215_0-7.bmp,2
116,data\Stage1Rules\Belt St1-G0\216_0-7.bmp,2
117,data\Stage1Rules\Belt St1-G0\217_0-7.bmp,2
118,data\Stage1Rules\Belt St1-G0\218_0-7.bmp,2
119,data\Stage1Rules\Belt St1-G0\219_0-7.bmp,2
120,data\Stage1Rules\Belt St1-G0\220_0-7.bmp,2
121,data\Stage1Rules\Belt St1-G0\221_0-7.bmp,2
122,data\Stage1Rules\Belt St1-G0\222_0-7.bmp,2
123,data\Stage1Rules\Belt St1-G0\223_0-7.bmp,2
124,data\Stage1Rules\Belt St1-G0\224_0-7.bmp,2
125,data\Stage1Rules\Belt St1-G0\225_0-7.bmp,2
126,data\Stage1Rules\Belt St1-G0\226_0-7.bmp,2
127,data\Stage1Rules\Belt St1-G0\227_0-7.bmp,2
128,data\Stage1Rules\Belt St1-G0\228_0-7.bmp,2
129,data\Stage1Rules\Belt St1-G0\229_0-7.bmp,2
130,data\Stage1Rules\Belt St1-G0\22_0-7.bmp,2
131,data\Stage1Rules\Belt St1-G0\230_0-7.bmp,2
132,data\Stage1Rules\Belt St1-G0\231_0-7.bmp,2
133,data\Stage1Rules\Belt St1-G0\232_0-7.bmp,2
134,data\Stage1Rules\Belt St1-G0\233_0-7.bmp,2
135,data\Stage1Rules\Belt St1-G0\234_0-7.bmp,2
136,data\Stage1Rules\Belt St1-G0\235_0-7.bmp,2
137,data\Stage1Rules\Belt St1-G0\236_0-7.bmp,2
138,data\Stage1Rules\Belt St1-G0\237_0-7.bmp,2
139,data\Stage1Rules\Belt St1-G0\238_0-7.bmp,2
140,data\Stage1Rules\Belt St1-G0\239_0-7.bmp,5
141,data\Stage1Rules\Belt St1-G0\23_0-7.bmp,2
142,data\Stage1Rules\Belt St1-G0\240_0-7.bmp,2
143,data\Stage1Rules\Belt St1-G0\241_0-7.bmp,2
144,data\Stage1Rules\Belt St1-G0\242_0-7.bmp,2
145,data\Stage1Rules\Belt St1-G0\243_0-7.bmp,2
146,data\Stage1Rules\Belt St1-G0\244_0-7.bmp,2
147,data\Stage1Rules\Belt St1-G0\245_0-7.bmp,2
148,data\Stage1Rules\Belt St1-G0\246_0-7.bmp,5
149,data\Stage1Rules\Belt St1-G0\247_0-7.bmp,5
150,data\Stage1Rules\Belt St1-G0\248_0-7.bmp,5
151,data\Stage1Rules\Belt St1-G0\249_0-7.bmp,5
152,data\Stage1Rules\Belt St1-G0\24_0-7.bmp,2
153,data\Stage1Rules\Belt St1-G0\250_0-7.bmp,5
154,data\Stage1Rules\Belt St1-G0\251_0-7.bmp,2
155,data\Stage1Rules\Belt St1-G0\252_0-7.bmp,2
156,data\Stage1Rules\Belt St1-G0\253_0-7.bmp,2
157,data\Stage1Rules\Belt St1-G0\254_0-7.bmp,2
158,data\Stage1Rules\Belt St1-G0\255_0-7.bmp,2
159,data\Stage1Rules\Belt St1-G0\256_0-7.bmp,2
160,data\Stage1Rules\Belt St1-G0\257_0-7.bmp,2
161,data\Stage1Rules\Belt St1-G0\258_0-7.bmp,2
162,data\Stage1Rules\Belt St1-G0\259_0-7.bmp,2
163,data\Stage1Rules\Belt St1-G0\25_0-7.bmp,2
164,data\Stage1Rules\Belt St1-G0\260_0-7.bmp,2
165,data\Stage1Rules\Belt St1-G0\261_0-7.bmp,2
166,data\Stage1Rules\Belt St1-G0\26_0-7.bmp,2
167,data\Stage1Rules\Belt St1-G0\27_0-7.bmp,2
168,data\Stage1Rules\Belt St1-G0\28_0-7.bmp,2
169,data\Stage1Rules\Belt St1-G0\29_0-7.bmp,2
170,data\Stage1Rules\Belt St1-G0\30_0-7.bmp,2
171,data\Stage1Rules\Belt St1-G0\31_0-7.bmp,2
172,data\Stage1Rules\Belt St1-G0\32_0-7.bmp,2
173,data\Stage1Rules\Belt St1-G0\33_0-7.bmp,2
174,data\Stage1Rules\Belt St1-G0\34_0-7.bmp,2
175,data\Stage1Rules\Belt St1-G0\35_0-7.bmp,6
176,data\Stage1Rules\Belt St1-G0\36_0-7.bmp,2
177,data\Stage1Rules\Belt St1-G0\37_0-7.bmp,2
178,data\Stage1Rules\Belt St1-G0\38_0-7.bmp,6
179,data\Stage1Rules\Belt St1-G0\39_0-7.bmp,2
180,data\Stage1Rules\Belt St1-G0\40_0-7.bmp,2
181,data\Stage1Rules\Belt St1-G0\41_0-7.bmp,2
182,data\Stage1Rules\Belt St1-G0\42_0-7.bmp,2
183,data\Stage1Rules\Belt St1-G0\43_0-7.bmp,5
184,data\Stage1Rules\Belt St1-G0\44_0-7.bmp,2
185,data\Stage1Rules\Belt St1-G0\45_0-7.bmp,2
186,data\Stage1Rules\Belt St1-G0\46_0-7.bmp,2
187,data\Stage1Rules\Belt St1-G0\47_0-7.bmp,2
188,data\Stage1Rules\Belt St1-G0\48_0-7.bmp,2
189,data\Stage1Rules\Belt St1-G0\49_0-7.bmp,2
190,data\Stage1Rules\Belt St1-G0\50_0-7.bmp,2
191,data\Stage1Rules\Belt St1-G0\51_0-7.bmp,2
192,data\Stage1Rules\Belt St1-G0\52_0-7.bmp,2
193,data\Stage1Rules\Belt St1-G0\53_0-7.bmp,2
194,data\Stage1Rules\Belt St1-G0\54_0-7.bmp,4
195,data\Stage1Rules\Belt St1-G0\55_0-7.bmp,2
196,data\Stage1Rules\Belt St1-G0\56_0-7.bmp,4
197,data\Stage1Rules\Belt St1-G0\57_0-7.bmp,2
198,data\Stage1Rules\Belt St1-G0\58_0-7.bmp,2
199,data\Stage1Rules\Belt St1-G0\59_0-7.bmp,2
200,data\Stage1Rules\Belt St1-G0\60_0-7.bmp,2
201,data\Stage1Rules\Belt St1-G0\61_0-7.bmp,2
202,data\Stage1Rules\Belt St1-G0\62_0-7.bmp,2
203,data\Stage1Rules\Belt St1-G0\63_0-7.bmp,2
204,data\Stage1Rules\Belt St1-G0\64_0-7.bmp,2
205,data\Stage1Rules\Belt St1-G0\65_0-7.bmp,2
206,data\Stage1Rules\Belt St1-G0\66_0-7.bmp,5
207,data\Stage1Rules\Belt St1-G0\67_0-7.bmp,2
208,data\Stage1Rules\Belt St1-G0\68_0-7.bmp,5
209,data\Stage1Rules\Belt St1-G0\69_0-7.bmp,2
210,data\Stage1Rules\Belt St1-G0\70_0-7.bmp,2
211,data\Stage1Rules\Belt St1-G0\71_0-7.bmp,2
212,data\Stage1Rules\Belt St1-G0\72_0-7.bmp,2
213,data\Stage1Rules\Belt St1-G0\73_0-7.bmp,2
214,data\Stage1Rules\Belt St1-G0\74_0-7.bmp,2
215,data\Stage1Rules\Belt St1-G0\75_0-7.bmp,2
216,data\Stage1Rules\Belt St1-G0\76_0-7.bmp,2
217,data\Stage1Rules\Belt St1-G0\77_0-7.bmp,2
218,data\Stage1Rules\Belt St1-G0\78_0-7.bmp,2
219,data\Stage1Rules\Belt St1-G0\79_0-7.bmp,2
220,data\Stage1Rules\Belt St1-G0\80_0-7.bmp,2
221,data\Stage1Rules\Belt St1-G0\81_0-7.bmp,5
222,data\Stage1Rules\Belt St1-G0\82_0-7.bmp,5
223,data\Stage1Rules\Belt St1-G0\83_0-7.bmp,5
224,data\Stage1Rules\Belt St1-G0\84_0-7.bmp,2
225,data\Stage1Rules\Belt St1-G0\85_0-7.bmp,2
226,data\Stage1Rules\Belt St1-G0\86_0-7.bmp,2
227,data\Stage1Rules\Belt St1-G0\87_0-7.bmp,2
228,data\Stage1Rules\Belt St1-G0\88_0-7.bmp,2
229,data\Stage1Rules\Belt St1-G0\89_0-7.bmp,5
230,data\Stage1Rules\Belt St1-G0\90_0-7.bmp,2
231,data\Stage1Rules\Belt St1-G0\91_0-7.bmp,2
232,data\Stage1Rules\Belt St1-G0\92_0-7.bmp,2
233,data\Stage1Rules\Belt St1-G0\93_0-7.bmp,5
234,data\Stage1Rules\Belt St1-G0\94_0-7.bmp,5
235,data\Stage1Rules\Belt St1-G0\95_0-7.bmp,5
236,data\Stage1Rules\Belt St1-G0\96_0-7.bmp,5
237,data\Stage1Rules\Belt St1-G0\97_0-7.bmp,5
238,data\Stage1Rules\Belt St1-G0\98_0-7.bmp,5
239,data\Stage1Rules\Belt St1-G0\99_0-7.bmp,5
240,data\Stage1Rules\Belt St2-G0\262_1-8.bmp,2
241,data\Stage1Rules\Belt St2-G0\263_1-8.bmp,2
242,data\Stage1Rules\Belt St2-G0\264_1-8.bmp,2
