,filename,label
0,data\Stage1Rules\Belt St1-G0\100_0-7.bmp,2
1,data\Stage1Rules\Belt St1-G0\101_0-7.bmp,24
2,data\Stage1Rules\Belt St1-G0\102_0-7.bmp,2
3,data\Stage1Rules\Belt St1-G0\103_0-7.bmp,2
4,data\Stage1Rules\Belt St1-G0\104_0-7.bmp,2
5,data\Stage1Rules\Belt St1-G0\105_0-7.bmp,2
6,data\Stage1Rules\Belt St1-G0\106_0-7.bmp,2
7,data\Stage1Rules\Belt St1-G0\107_0-7.bmp,2
8,data\Stage1Rules\Belt St1-G0\108_0-7.bmp,2
9,data\Stage1Rules\Belt St1-G0\109_0-7.bmp,2
10,data\Stage1Rules\Belt St1-G0\110_0-7.bmp,2
11,data\Stage1Rules\Belt St1-G0\111_0-7.bmp,2
12,data\Stage1Rules\Belt St1-G0\112_0-7.bmp,24
13,data\Stage1Rules\Belt St1-G0\113_0-7.bmp,2
14,data\Stage1Rules\Belt St1-G0\114_0-7.bmp,2
15,data\Stage1Rules\Belt St1-G0\115_0-7.bmp,2
16,data\Stage1Rules\Belt St1-G0\116_0-7.bmp,2
17,data\Stage1Rules\Belt St1-G0\117_0-7.bmp,2
18,data\Stage1Rules\Belt St1-G0\118_0-7.bmp,2
19,data\Stage1Rules\Belt St1-G0\119_0-7.bmp,24
20,data\Stage1Rules\Belt St1-G0\120_0-7.bmp,24
21,data\Stage1Rules\Belt St1-G0\121_0-7.bmp,24
22,data\Stage1Rules\Belt St1-G0\122_0-7.bmp,24
23,data\Stage1Rules\Belt St1-G0\123_0-7.bmp,16
24,data\Stage1Rules\Belt St1-G0\124_0-7.bmp,24
25,data\Stage1Rules\Belt St1-G0\125_0-7.bmp,24
26,data\Stage1Rules\Belt St1-G0\126_0-7.bmp,24
27,data\Stage1Rules\Belt St1-G0\127_0-7.bmp,24
28,data\Stage1Rules\Belt St1-G0\128_0-7.bmp,24
29,data\Stage1Rules\Belt St1-G0\129_0-7.bmp,24
30,data\Stage1Rules\Belt St1-G0\130_0-7.bmp,24
31,data\Stage1Rules\Belt St1-G0\131_0-7.bmp,24
32,data\Stage1Rules\Belt St1-G0\132_0-7.bmp,24
33,data\Stage1Rules\Belt St1-G0\133_0-7.bmp,2
34,data\Stage1Rules\Belt St1-G0\134_0-7.bmp,16
35,data\Stage1Rules\Belt St1-G0\135_0-7.bmp,16
36,data\Stage1Rules\Belt St1-G0\136_0-7.bmp,16
37,data\Stage1Rules\Belt St1-G0\137_0-7.bmp,16
38,data\Stage1Rules\Belt St1-G0\138_0-7.bmp,16
39,data\Stage1Rules\Belt St1-G0\139_0-7.bmp,16
40,data\Stage1Rules\Belt St1-G0\140_0-7.bmp,16
41,data\Stage1Rules\Belt St1-G0\141_0-7.bmp,16
42,data\Stage1Rules\Belt St1-G0\142_0-7.bmp,16
43,data\Stage1Rules\Belt St1-G0\143_0-7.bmp,16
44,data\Stage1Rules\Belt St1-G0\144_0-7.bmp,16
45,data\Stage1Rules\Belt St1-G0\145_0-7.bmp,16
46,data\Stage1Rules\Belt St1-G0\146_0-7.bmp,16
47,data\Stage1Rules\Belt St1-G0\147_0-7.bmp,16
48,data\Stage1Rules\Belt St1-G0\148_0-7.bmp,16
49,data\Stage1Rules\Belt St1-G0\149_0-7.bmp,16
50,data\Stage1Rules\Belt St1-G0\150_0-7.bmp,16
51,data\Stage1Rules\Belt St1-G0\151_0-7.bmp,16
52,data\Stage1Rules\Belt St1-G0\152_0-7.bmp,16
53,data\Stage1Rules\Belt St1-G0\153_0-7.bmp,11
54,data\Stage1Rules\Belt St1-G0\154_0-7.bmp,16
55,data\Stage1Rules\Belt St1-G0\155_0-7.bmp,16
56,data\Stage1Rules\Belt St1-G0\156_0-7.bmp,16
